drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
,DB00977,Premenstrual Dysphoric Disorder,C0520676,NCT00089414,Terminated,Phase 2,Informed by manufacturer that CDB-2914 crosses blood-brain barrier invalidating Arm #3 of protocol.
tolvaptan,DB06212,Hyponatremia,C0020625,NCT01227512,Terminated,Phase 3,"Recruitment challenges and results of interim futility analysis, which showed less than likely to achieve primary endpoint goal-length of hospital stay."
risperidone,DB00734,Dementia,C0497327,NCT00287742,Terminated,Phase 3,A decision was made to discontinue the study due to a change in the strategic direction of the company.
nivolumab,DB09035,Renal Cell Carcinoma,C0007134,NCT03435640,Terminated,Phase 1/Phase 2,Based on the overall results from the Phase 1 part of the study the sponsor decided to end the study. The decision was not due to safety reasons.
acetylsalicylic acid,DB00945,Hemorrhage,C0019080,NCT02807441,Withdrawn,Phase 3,
lenalidomide,DB00480,Peripheral T-Cell Lymphoma,C0079774,NCT01116154,Terminated,Phase 1,Sponsor withdrew support for the study
,DB00631,Acute lymphoblastic leukemia - category,C1531702,NCT01677949,Withdrawn,Phase 2,Slow accrual
lenalidomide,DB00480,Multiple Myeloma,C0026764,NCT02030483,Terminated,Phase 1,"The company providing one of the study drugs withdrew its support due to low enrollment. Therefore, we had to close the study due to lack of funding."
,DB00842,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
hydroxychloroquine,DB01611,COVID19 (disease),C5203670,NCT04345692,Terminated,Phase 3,RECOVERY Trial results - no efficacy
pioglitazone,DB01132,Diabetes Mellitus,C0011849,NCT00722917,Terminated,Phase 2,Animal Toxicity Findings
enoxaparin sodium,DB01225,Non-Small Cell Lung Carcinoma,C0007131,NCT01058759,Terminated,Phase 3,The external funding (pharmaceutical company) was stopped and could not be substituded by internal funding.
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00288444,Terminated,Phase 1,
,DB00531,Scleroderma,C0011644,NCT03593902,Terminated,Phase 2/Phase 3,PI Sabbatical
,DB00541,Neuroblastoma,C0027819,NCT00003273,Withdrawn,Phase 2,
trastuzumab,DB00072,Malignant neoplasm of breast,C0006142,NCT00377780,Terminated,Phase 2,wothdrawal of sponsor
rimonabant,DB06155,Dyslipidemias,C0242339,NCT00458081,Terminated,Phase 3,Company decision has been taken in light of recent demands by certain national health authorities
carboplatin,DB00958,Malignant neoplasm of breast,C0006142,NCT00470249,Terminated,Phase 2,Due to difficulty in recruitment
floxacillin,DB00301,Chronic Kidney Diseases,C1561643,NCT00433342,Terminated,Phase 1,
sildenafil,DB00203,Parkinson Disease,C0030567,NCT02162979,Terminated,Phase 2,Not enough subjects.
,DB00051,Psoriasis,C0033860,NCT01704599,Terminated,Phase 1/Phase 2,side effect and poor clinical outcome
dexamethasone phosphate,DB01234,Anterior uveitis,C0042165,NCT00333996,Terminated,Phase 2/Phase 3,
cyclophosphamide,DB00531,Recurrent Chronic Lymphoid Leukemia,C0854802,NCT03579888,Terminated,Phase 1,Study halted prematurely
,DB01332,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
cycloserine,DB00260,Malignant neoplasm of breast,C0006142,NCT00301080,Terminated,Phase 3,Funding for the study fell through.
telmisartan,DB00966,COVID19 (disease),C5203670,NCT04360551,Terminated,Phase 2,Decrease in COVID-19 cases locally
,DB00557,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
colecalciferol,DB00169,"Lupus Erythematosus, Systemic",C0024141,NCT01709474,Terminated,Phase 2,Due to slow enrollment
,DB00480,Non-Small Cell Lung Carcinoma,C0007131,NCT00179699,Terminated,Phase 1,
amlodipine,DB00381,Chronic heart failure,C0264716,NCT00151619,Terminated,Phase 2,
,DB00635,Lupus Nephritis,C0024143,NCT02081183,Terminated,Phase 3,
,DB01234,Multiple Myeloma,C0026764,NCT02605356,Withdrawn,Phase 1/Phase 2,Study restarted under new study number 18987
tobramycin,DB00684,Cystic Fibrosis,C0010674,NCT00125346,Terminated,Phase 3,per Data Monitoring Committee recommendation
,DB00186,Pain,C0030193,NCT01067144,Terminated,Phase 3,Trial met futility stopping point
trastuzumab,DB00072,Malignant neoplasm of breast,C0006142,NCT02725541,Withdrawn,Phase 2,loss of funding support
rituximab,DB00073,Multiple Sclerosis,C0026769,NCT01212094,Terminated,Phase 1/Phase 2,The efficacy on CSF biomarkers failed to reach criteria for continuation of the trial
sildenafil,DB00203,Pulmonary arterial hypertension,C2973725,NCT01244620,Terminated,Phase 1,"Safety Issue: The trial was prematurely terminated on Dec 9, 2010, due to safety concerns, specifically new emerging evidence of hepatic injury."
,DB00795,Rheumatoid Arthritis,C0003873,NCT02930343,Terminated,Phase 3,"Due to time constraints, the study was halted prematurely"
risperidone,DB00734,Alzheimer's Disease,C0002395,NCT00287742,Terminated,Phase 3,A decision was made to discontinue the study due to a change in the strategic direction of the company.
pemetrexed,DB00642,Non-Small Cell Lung Carcinoma,C0007131,NCT00998166,Terminated,Phase 2,Poor enrollment
imatinib,DB00619,Pulmonary Hypertension,C0020542,NCT00583115,Terminated,Phase 2,Unable to enroll subjects
,DB00531,"Leukemia, Myelomonocytic, Chronic",C0023480,NCT00589316,Terminated,Phase 1,Terminated due to loss of funding
dexrazoxane,DB00380,Malignant neoplasm of breast,C0006142,NCT00955890,Terminated,Phase 2,Enrolled too slow
,DB00659,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
remifentanil,DB00899,Labor Pain,C0474368,NCT04541719,Withdrawn,Phase 2,no participants enrolled
quetiapine,DB01224,Generalized Anxiety Disorder,C0270549,NCT00868374,Terminated,Phase 3,Study terminated due to low enrollment
melphalan,DB01042,Multiple Myeloma,C0026764,NCT00681044,Terminated,Phase 2,Poor accrual
enocitabine,DB00619,"Myeloid Leukemia, Chronic",C0023473,NCT00219765,Terminated,Phase 1/Phase 2,
bortezomib,DB00188,Rheumatoid Arthritis,C0003873,NCT02102594,Terminated,Phase 2,recruitment difficulties
,DB00860,COVID19 (disease),C5203670,NCT05283954,Withdrawn,Phase 2/Phase 3,Lack of funding
,DB00958,Non-Small Cell Lung Carcinoma,C0007131,NCT04265534,Terminated,Phase 2,Lack of Clinical Benefit
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT02807454,Terminated,Phase 2,Health Authority request due to class effect
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT01660997,Withdrawn,Phase 2,
denosumab,DB06643,Osteoporosis,C0029456,NCT04231682,Withdrawn,Phase 2,Grant support was withdrawn from Amgen Pharmaceuticals
,DB14644,Systemic Scleroderma,C0036421,NCT03593902,Terminated,Phase 2/Phase 3,PI Sabbatical
paclitaxel,DB01229,Malignant neoplasm of breast,C0006142,NCT01120158,Terminated,Phase 2,Due to poor accrual
,DB00656,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
budesonide,DB01222,Diarrhea,C0011991,NCT02991768,Terminated,Phase 2,Enrollment not continued
cyclophosphamide,DB00531,Merkel cell carcinoma,C0007129,NCT04596033,Terminated,Phase 1,Business reasons
,DB01008,"Leukemia, Myelomonocytic, Chronic",C0023480,NCT01773395,Terminated,Phase 2,Recommendation by the Data and Safety Monitoring Board due to efficacy concerns
,DB00455,Allergic rhinitis (disorder),C2607914,NCT01055756,Withdrawn,Phase 3,
,DB01248,Malignant neoplasm of breast,C0006142,NCT02331251,Terminated,Phase 1/Phase 2,PI not longer at site.
epoetin alfa,DB00016,Chronic Kidney Diseases,C1561643,NCT00156962,Terminated,Phase 3,Regulatory decision not to proceed
,DB00515,Multiple Myeloma,C0026764,NCT00574080,Terminated,Phase 3,low accrual
,DB00575,Obesity,C0028754,NCT01983462,Terminated,Phase 2,Funding expired
ropivacaine,DB00296,Malignant neoplasm of breast,C0006142,NCT02525211,Terminated,Phase 3,Recruitment defect
,DB11507,"Glaucoma, Open-Angle",C0017612,NCT00862472,Withdrawn,Phase 3,Management decision not to conduct an additional efficacy study.
tamoxifen,DB00675,Malignant neoplasm of breast,C0006142,NCT00206492,Terminated,Phase 2,halted by the PI only 3 of 45 subjects were accrued.
,DB14208,Atrial Flutter,C0004239,NCT00736294,Terminated,Phase 3,Difficulty to include patients
sertraline,DB01104,"Alcoholic Intoxication, Chronic",C0001973,NCT00249431,Terminated,Phase 2,Inability to recruit patients.
,DB00188,Acute lymphoblastic leukemia - category,C1531702,NCT02535806,Terminated,Phase 2,Funding source discontinued
,DB01234,Thrombocytopenia due to platelet alloimmunization,C0272286,NCT01976195,Withdrawn,Phase 2,No eligible patient was enrolled.
,DB00112,Neuroendocrine Tumors,C0206754,NCT00227617,Terminated,Phase 2/Phase 3,Low accrual
cyclophosphamide,DB00531,Refractory acute myeloid leukemia,C4528668,NCT04893915,Withdrawn,Phase 2,No funding support
tapentadol,DB06204,Pain,C0030193,NCT00986258,Terminated,Phase 3,"This clinical trial was terminated early, due to slow recruitment and study drug shortages."
olanzapine,DB00334,Schizoaffective Disorder,C0036337,NCT00440843,Withdrawn,Phase 3,
,DB00273,Epilepsy,C0014544,NCT00563459,Terminated,Phase 3,Carisbamate partial onset seizures studies lacked consistent efficacy data so trials in this indication were terminated.
insulin glargine,DB00030,Asthma,C0004096,NCT00332826,Terminated,Phase 3,Non-safety related business decision to combine special population protocols
,DB00104,Hepatorenal Syndrome,C0019212,NCT00742339,Terminated,Phase 2/Phase 3,Decision of independent monitoring committee: Risk of non-response to treatment significantly higher in midodrine group than in terlipressin group.
,DB00997,Malignant neoplasm of breast,C0006142,NCT00377780,Terminated,Phase 2,wothdrawal of sponsor
,DB00207,COVID19 (disease),C5203670,NCT04459702,Withdrawn,Phase 2,Was never started
nicotine,DB00184,Nicotine Dependence,C0028043,NCT01560507,Terminated,Phase 2/Phase 3,Low Recruitment
interferon beta-1a,DB00060,Crohn Disease,C0010346,NCT00304252,Terminated,Phase 2,Lack of Efficacy
tolterodine,DB01036,Overactive Bladder,C0878773,NCT00439192,Terminated,Phase 2,side effect profile did not match expectations
ribavirin,DB00811,"Hepatitis C, Chronic",C0524910,NCT01517308,Withdrawn,Phase 3,Time elapsed to require permissions and a recent paper showed a high efficacy of a 48-week regimen in this setting. It seems non-ethical to start this trial
salbutamol,DB01001,Asthma,C0004096,NCT02182700,Terminated,Phase 3,
,DB00497,Pain,C0030193,NCT03792295,Withdrawn,Phase 2,"no enrollment, reallocation of resources"
,DB14482,Hospital acquired pneumonia,C0949083,NCT01897792,Terminated,Phase 2,Inability to recruit patients that meet inclusion criteria.
,DB00112,Renal Cell Carcinoma,C0007134,NCT00934440,Terminated,Phase 1/Phase 2,
,DB14483,Peripheral arterial stenosis,C4025272,NCT00491751,Terminated,Phase 1,Insufficient enrollment
,DB00947,Non-Small Cell Lung Carcinoma,C0007131,NCT03169738,Withdrawn,Phase 1/Phase 2,Trial not initiated
fulvestrant,DB00947,Malignant neoplasm of breast,C0006142,NCT05191004,Withdrawn,Phase 1/Phase 2,Sponsor decision
,DB00601,"Pneumonia, Bacterial",C0004626,NCT01570192,Terminated,Phase 2,NIAID terminated the study due to low subject enrollment
tadalafil,DB00820,Heart failure,C0018801,NCT01910389,Terminated,Phase 3,terminated by funding agency
gefitinib,DB00317,Non-Small Cell Lung Carcinoma,C0007131,NCT01871480,Terminated,Phase 2,
,DB01202,Epilepsy,C0014544,NCT02726867,Withdrawn,Phase 3,No participants enrolled
,DB00631,Multiple Myeloma,C0026764,NCT01500161,Terminated,Phase 2,Insufficient accruals
voriconazole,DB00582,Candidiasis,C0006840,NCT01092832,Terminated,Phase 3,"This protocol terminated prematurely on July 8, 2013 due to slow enrollment, not because of any safety issues or concerns."
infliximab,DB00065,Diabetic Retinopathy,C0011884,NCT00505947,Terminated,Phase 3,The number of the anticipated participants was not achieved
imatinib,DB00619,Gastrointestinal Stromal Tumors,C0238198,NCT00091078,Terminated,Phase 2,
fluorouracil,DB00544,Squamous cell carcinoma of esophagus,C0279626,NCT01248299,Terminated,Phase 2,
,DB00091,Refractory acute myeloid leukemia,C4528668,NCT03128034,Suspended,Phase 1/Phase 2,Administrative - FDA Comments
,DB00681,Aspergillosis,C0004030,NCT00047827,Terminated,Phase 2,Inadequate enrollment
,DB13144,Refractory acute myeloid leukemia,C4528668,NCT04797767,Suspended,Phase 1,Pending protocol amendment
trastuzumab,DB00072,Malignant neoplasm of breast,C0006142,NCT02336984,Withdrawn,Phase 1/Phase 2,PI left Abramson Cancer Center and study never opened at Moffitt Cancer Center.
,DB01204,Acute lymphoblastic leukemia - category,C1531702,NCT02535806,Terminated,Phase 2,Funding source discontinued
,DB00087,Neuroblastoma,C0027819,NCT00801931,Terminated,Phase 1/Phase 2,Poor accrual
,DB00316,Migraine Disorders,C0149931,NCT02582996,Suspended,Phase 3,Strategic reasons of the company
bortezomib,DB00188,Non-Small Cell Lung Carcinoma,C0007131,NCT00200382,Terminated,Phase 2,The study did not achieve the statistical success to continue.
rimonabant,DB06155,Schizophrenia,C0036341,NCT00547118,Terminated,Phase 2,Withdrawn due to medication withdrawal from the EMEA
isotretinoin,DB00982,Neuroblastoma,C0027819,NCT02641782,Terminated,Phase 2,Antibody supply was discontinued by United Therapeutics Corporation.
ketamine,DB01221,Major Depressive Disorder,C1269683,NCT03889756,Terminated,Phase 2/Phase 3,No more funding available to continue since we could not recruit throughout the pandemic.
denosumab,DB06643,Renal Osteodystrophy,C0035086,NCT03960554,Terminated,Phase 2,Study lost funding
,DB00608,Multiple Myeloma,C0026764,NCT01438177,Terminated,Phase 2,PI left institution.
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT01498588,Terminated,Phase 2,Slow accrual
lithium carbonate,DB14509,Bipolar Disorder,C0005586,NCT01928446,Terminated,Phase 2/Phase 3,terminated early due to non-safety related DMC recommendations
estradiol,DB00783,Premenstrual Dysphoric Disorder,C0520676,NCT00089414,Terminated,Phase 2,Informed by manufacturer that CDB-2914 crosses blood-brain barrier invalidating Arm #3 of protocol.
lidocaine,DB00281,Pain,C0030193,NCT03508804,Withdrawn,Phase 3,Lack of funding.
,DB00531,Malignant neoplasm of breast,C0006142,NCT00002772,Terminated,Phase 3,poor accrual
granisetron,DB00889,Vomiting,C0042963,NCT01183481,Terminated,Phase 2,Study was stopped due to inadequate accrual.
adalimumab,DB00051,Sarcoidosis,C0036202,NCT00690911,Withdrawn,Phase 2,Dr. Jorizzo has decided to withdraw from this study due to the time it is taking to get the study started.
temozolomide,DB00853,Microglioma,C0280803,NCT02113007,Terminated,Phase 2,Closed early due to slow accrual.
azacitidine,DB00928,Refractory acute myeloid leukemia,C4528668,NCT02953561,Terminated,Phase 1/Phase 2,PDOL request
eltanolone,DB12308,COVID19 (disease),C5203670,NCT04537806,Terminated,Phase 3,Internal company decision
imatinib,DB00619,Acute lymphoblastic leukemia - category,C1531702,NCT01312818,Terminated,Phase 2,Slow accrual
etoposide,DB00773,Non-Small Cell Lung Carcinoma,C0007131,NCT04203511,Withdrawn,Phase 3,Sponsor Strategic/Business Decision
,DB00997,Multiple Myeloma,C0026764,NCT00366106,Terminated,Phase 2,Study was closed to enrollment when it became clear that enrollment was too slow to complete full enrollment target within time frame allowed.
colecalciferol,DB00169,Malignant neoplasm of breast,C0006142,NCT02936999,Terminated,Early Phase 1,Terminated for lack of patient samples and funding
bupivacaine,DB00297,Malignant neoplasm of breast,C0006142,NCT03393117,Withdrawn,Phase 2,No accrual
topiramate,DB00273,Hypertriglyceridemia,C0020557,NCT00231621,Terminated,Phase 3,The study was terminated prior to completion to focus on the development of a controlled release formulation.
bupivacaine,DB00297,Pain,C0030193,NCT02847013,Withdrawn,Phase 2/Phase 3,
,DB01069,Rhinitis,C0035455,NCT01177852,Withdrawn,Phase 3,
,DB01156,Obesity,C0028754,NCT03132571,Terminated,Phase 2,Study discontinued due to funding.
,DB00531,Lupus Nephritis,C0024143,NCT00626197,Terminated,Phase 3,Study was terminated due to an imbalance of serious and opportunistic infections in the ocrelizumab treated patients versus the placebo arm.
bendamustine,DB06769,Amyloidosis,C0002726,NCT04943302,Withdrawn,Phase 2,PI left institution. Study not moving forward in her absence.
erlotinib,DB00530,Non-Small Cell Lung Carcinoma,C0007131,NCT02134015,Terminated,Phase 3,Pre-defined criteria for continuation were not reached
,DB00544,Biliary Tract Cancer,C0750952,NCT03110510,Withdrawn,Phase 2,institution problem
cilostazol,DB01166,Intermittent Claudication,C0021775,NCT05191862,Terminated,Phase 1,Randomization Error
,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT00264134,Terminated,Phase 1/Phase 2,
ascorbic acid,DB00126,Diabetic peripheral neuropathy,C0740447,NCT05281562,Terminated,Phase 2/Phase 3,There are not enough patients at our institution meeting eligibility criteria to complete the study as intended.
