drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
tranexamic acid,DB00302,Female hypogonadism syndrome,C0271578,,Approved,,
hydrocortisone succinate,DB14545,Erythema Multiforme,C0014742,,Approved,,
droxidopa,DB00368,"Hypotension, Orthostatic",C0020651,,Approved,,
cefapirin,DB01139,Pneumonia,C0032285,,Approved,,
amobarbital,DB01351,Severe anxiety (panic),C0231403,,Approved,,
clonidine,DB00575,Hypertensive disease,C0020538,,Approved,,
colecalciferol,DB00169,Vitamin Deficiency,C1510471,,Approved,,
benzylpenicillin,DB01053,Bejel,C0004945,,Approved,,
fusidic acid,DB02703,Anterior uveitis,C0042165,,Approved,,
sertraline,DB01104,Obsessive-Compulsive Disorder,C0028768,,Approved,,
alprostadil,DB00770,Congenital atresia of pulmonary valve,C0242855,,Approved,,
flunisolide,DB00180,Asthma,C0004096,,Approved,,
testosterone,DB00624,Hypogonadotropic hypogonadism,C0271623,,Approved,,
emicizumab,DB13923,Hemophilia A,C0019069,,Approved,,
levofloxacin,DB01137,Anthrax disease,C0003175,,Approved,,
benzathine benzylpenicillin,DB01053,Streptococcal Infections,C0038395,,Approved,,
furosemide,DB00695,Hypertensive disease,C0020538,,Approved,,
azithromycin,DB00207,Haemophilus influenzae pneumonia,C0276026,,Approved,,
setmelanotide,DB11700,Proopiomelanocortin Deficiency,C1857854,,Approved,,
prednisolone,DB00860,Musculoskeletal Diseases,C0026857,,Approved,,
imipenem,DB01598,Abdominal Infection,C1112209,,Approved,,
dirithromycin,DB00954,Pneumonia,C0032285,,Approved,,
ciprofloxacin,DB00537,Bacterial infection due to Klebsiella pneumoniae,C0343402,,Approved,,
tetracycline,DB09550,Q Fever,C0034362,,Approved,,
trastuzumab,DB00072,Metastatic malignant neoplasm to stomach,C0686068,,Approved,,
triamcinolone acetonide,DB00620,Rheumatoid Arthritis,C0003873,,Approved,,
alatrofloxacin,DB09335,Staphylococcal Pneumonia,C0032308,,Approved,,
capsaicin,DB06774,Neuralgia,C0027796,,Approved,,
lanadelumab,DB14597,"Angioedemas, Hereditary",C0019243,,Approved,,
baclofen,DB00181,Muscle spasticity of spinal origin,C1562430,,Approved,,
omidenepag isopropyl,DB15071,Ocular Hypertension,C0028840,,Approved,,
propranolol,DB00571,Idiopathic hypertrophic subaortic stenosis,C0700053,,Approved,,
zinc oxide,DB09321,Tinea cruris,C1384589,,Approved,,
trafermin,DB14131,Alveolar Bone Loss,C0002382,,Approved,,
erythromycin,DB00199,Acute otitis media,C0271429,,Approved,,
hydrocortisone acetate,DB00741,Pruritus Ani,C0033775,,Approved,,
doxycycline,DB00254,Rickettsialpox,C0035597,,Approved,,
piperacillin,DB00319,Sepsis due to Pseudomonas,C2887096,,Approved,,
elapegademase,DB14712,Adenosine deaminase deficiency,C0268124,,Approved,,
scopolamine,DB00747,Iridocyclitis,C0022073,,Approved,,
levonorgestrel,DB00367,Dysmenorrhea,C0013390,,Approved,,
gentamicin,DB00798,Sepsis of the newborn,C0456103,,Approved,,
gatifloxacin,DB01044,Staphylococcal Pneumonia,C0032308,,Approved,,
doxycycline,DB00254,Cholera,C0008354,,Approved,,
thiamazole,DB00763,Hyperthyroidism,C0020550,,Approved,,
dimethicone,DB14005,Diaper Rash,C0011974,,Approved,,
quinapril,DB14217,Hypertensive disease,C0020538,,Approved,,
imipenem,DB01598,Acinetobacter Infections,C0001139,,Approved,,
pemirolast,DB00885,Asthma,C0004096,,Approved,,
fidaxomicin,DB08874,"Enterocolitis, Pseudomembranous",C0014358,,Approved,,
spironolactone,DB00421,Hypertensive disease,C0020538,,Approved,,
mogamulizumab,DB12498,Mycosis Fungoides,C0026948,,Approved,,
cefalotin,DB00456,Infection of bone,C2242472,,Approved,,
betamethasone valerate,DB00443,Chronic discoid lupus erythematosus,C0024138,,Approved,,
hydrocortisone,DB00741,Iritis,C0022081,,Approved,,
methylprednisolone,DB00959,Dermatologic disorders,C0037274,,Approved,,
sucroferric oxyhydroxide,DB14695,Hyperphosphatemia (disorder),C0085681,,Approved,,
probenecid,DB01032,Hyperuricemia,C0740394,,Approved,,
valproic acid,DB00313,Epilepsy,C0014544,,Approved,,
gemfibrozil,DB01241,Hypertriglyceridemia,C0020557,,Approved,,
bencyclane,DB13488,Cerebrovascular Disorders,C0007820,,Approved,,
triamcinolone,DB00620,Juvenile arthritis,C3495559,,Approved,,
fluoxymesterone,DB01185,Deficiency of testosterone biosynthesis,C0342527,,Approved,,
colecalciferol,DB00169,Hypocalcemia,C0020598,,Approved,,
doxepin,DB01142,Severe major depression with psychotic features,C0270458,,Approved,,
evocalcet,DB12388,Hypercalcemia due to hyperthyroidism,C0271852,,Approved,,
halcinonide,DB06786,Chronic discoid lupus erythematosus,C0024138,,Approved,,
triamcinolone diacetate,DB00620,Subacute bursitis,C1290159,,Approved,,
fludroxycortide,DB00846,Chronic discoid lupus erythematosus,C0024138,,Approved,,
betamethasone dipropionate,DB00443,Pruritus of genital organs,C0033777,,Approved,,
calcium chloride,DB01164,Hypocalcemia,C0020598,,Approved,,
tremelimumab,DB11771,Anaplastic lymphoma kinase fusion oncogene negative non-small cell lung cancer,C5394854,,Approved,,
sulfamethizole,DB00576,Infective otitis media,C0729586,,Approved,,
eperisone,DB08992,Spasm,C0037763,,Approved,,
prednisolone sodium phosphate,DB00860,Bacterial conjunctivitis,C0009768,,Approved,,
frovatriptan,DB00998,Migraine Disorders,C0149931,,Approved,,
triamcinolone diacetate,DB00620,Pemphigus,C0030807,,Approved,,
levothyroxine,DB00451,Hypothyroidism,C0020676,,Approved,,
tobramycin,DB00684,Serratia Infections,C0085394,,Approved,,
dexamethasone,DB01234,Adrenogenital disorder,C0701163,,Approved,,
hydrocortisone acetate,DB14539,Simple Pulmonary Eosinophilia,C0242459,,Approved,,
infliximab,DB00065,Ulcerative Colitis,C0009324,,Approved,,
Polymyxin B,DB00781,Bacterial sepsis,C0684256,,Approved,,
ulobetasol propionate,DB00596,Pruritus Ani,C0033775,,Approved,,
glasdegib,DB11978,"Leukemia, Myelocytic, Acute",C0023467,,Approved,,
pemoline,DB01230,Attention deficit hyperactivity disorder,C1263846,,Approved,,
dexchlorpheniramine,DB09555,Dermatographic urticaria,C0343065,,Approved,,
mitoxantrone,DB01204,"Leukemia, Myelocytic, Acute",C0023467,,Approved,,
doxylamine,DB00366,Rhinorrhea,C1260880,,Approved,,
chloramphenicol,DB00446,Meningococcal meningitis,C0025294,,Approved,,
trimazosin,DB09206,Hypertensive disease,C0020538,,Approved,,
diflunisal,DB00861,Degenerative polyarthritis,C0029408,,Approved,,
fluocinolone acetonide,DB12553,Choroiditis,C0008526,,Approved,,
etretinate,DB00926,Psoriasis,C0033860,,Approved,,
ticarcillin,DB01607,Proteus pneumonia,C1260917,,Approved,,
meclozine,DB00737,Vertigo,C0042571,,Approved,,
dexamethasone,DB01234,Lichen Simplex Chronicus,C0149922,,Approved,,
colistin,DB00803,Otitis Externa,C0029878,,Approved,,
triamcinolone,DB00620,Thyroiditis,C0040147,,Approved,,
levothyroxine,DB00451,Hyperlipidemia,C0020473,,Approved,,
fluocinolone acetonide,DB12553,Pruritus Ani,C0033775,,Approved,,
ceftazidime,DB00438,Proteus urinary tract infection,C0577709,,Approved,,
pseudoephedrine,DB00852,Allergic rhinitis (disorder),C2607914,,Approved,,
ocrelizumab,DB11988,"Multiple Sclerosis, Primary Progressive",C0751964,,Approved,,
trimipramine,DB00726,Depressive disorder,C0011581,,Approved,,
rivastigmine,DB00989,Alzheimer's Disease,C0002395,,Approved,,
mannitol,DB00742,Pseudotumor Cerebri,C0033845,,Approved,,
oxymetazoline,DB00935,Nasal congestion (finding),C0027424,,Approved,,
carbinoxamine,DB00748,Allergic rhinitis (disorder),C2607914,,Approved,,
cefaclor,DB00833,Streptococcal pneumonia,C0155862,,Approved,,
aztreonam,DB00355,Bacterial peritonitis,C0341503,,Approved,,
tetracycline,DB00759,Brucellosis,C0006309,,Approved,,
methdilazine,DB00902,Dermatographic urticaria,C0343065,,Approved,,
estradiol cypionate,DB00783,Hot flushes,C0600142,,Approved,,
aztreonam,DB00355,Escherichia coli septicemia,C0276088,,Approved,,
ciprofloxacin,DB00537,Infective otitis media,C0729586,,Approved,,
tetracycline,DB09550,Rickettsialpox,C0035597,,Approved,,
bacampicillin,DB01602,Pharyngitis,C0031350,,Approved,,
hydrocortisone acetate,DB14539,"Lupus Erythematosus, Systemic",C0024141,,Approved,,
cefradine,DB01333,Staphylococcus aureus infection,C1318973,,Approved,,
tyloxapol,DB06439,"Respiratory Distress Syndrome, Newborn",C0035220,,Approved,,
chlorothiazide,DB00880,Hypertensive disease,C0020538,,Approved,,
imiquimod,DB00724,Condylomata Acuminata,C0009663,,Approved,,
ephedrine,DB01364,Common Cold,C0009443,,Approved,,
lomefloxacin,DB00978,Klebsiella cystitis,C0520775,,Approved,,
hydrocortisone succinate,DB00741,Acute lymphocytic leukemia,C0023449,,Approved,,
calcium chloride,DB01164,Hypermagnesemia,C0151714,,Approved,,
clavulanic acid,DB00766,Staphylococcal Pneumonia,C0032308,,Approved,,
conestat alfa,DB09228,Hereditary C1 esterase inhibitor deficiency - deficient factor,C0398775,,Approved,,
amphotericin B,DB00681,Diaper Rash,C0011974,,Approved,,
methylprednisolone,DB00959,Exacerbation of asthma,C0349790,,Approved,,
esomeprazole,DB00736,Peptic Ulcer,C0030920,,Approved,,
tavaborole,DB09041,Onychomycosis due to Trichophyton rubrum,C0276754,,Approved,,
fosinopril,DB00492,Chronic heart failure,C0264716,,Approved,,
choline magnesium trisalicylate,DB01401,Fever,C0015967,,Approved,,
capsaicin,DB06774,Back Pain,C0004604,,Approved,,
sarecycline,DB12035,Acne Vulgaris,C0001144,,Approved,,
triamcinolone acetonide,DB00620,Lichen Simplex Chronicus,C0149922,,Approved,,
cefotaxime,DB00493,Peritonitis,C0031154,,Approved,,
amlodipine,DB00381,Angina Pectoris,C0002962,,Approved,,
oliceridine,DB14881,Severe pain,C0278140,,Approved,,
hydrochlorothiazide,DB00999,Edema,C0013604,,Approved,,
mometasone furoate,DB00764,Asthma,C0004096,,Approved,,
clorazepate,DB00628,Anxiety,C0003467,,Approved,,
cefoxitin,DB01331,Postoperative infection,C0392618,,Approved,,
levobetaxolol,DB09351,Ocular Hypertension,C0028840,,Approved,,
benzbromarone,DB12319,Gout,C0018099,,Approved,,
tolnaftate,DB00525,Tinea Pedis,C0040259,,Approved,,
pralidoxime,DB00733,Organophosphate poisoning,C0700359,,Approved,,
amino(diphenylhydantoin) valeric acid,DB13396,Epilepsy,C0014544,,Approved,,
olutasidenib,DB16267,"Leukemia, Myelocytic, Acute",C0023467,,Approved,,
aztreonam,DB00355,Infection due to Pseudomonas aeruginosa,C0276075,,Approved,,
mecamylamine,DB00657,Hypertensive disease,C0020538,,Approved,,
loracarbef,DB00447,Pneumonia,C0032285,,Approved,,
muromonab-CD3,DB00075,Renal transplant rejection,C0238217,,Approved,,
prednisolone,DB00860,Aspiration pneumonitis,C1761609,,Approved,,
ethambutol,DB00330,"Tuberculosis, Pulmonary",C0041327,,Approved,,
levofloxacin,DB01137,Bacterial conjunctivitis,C0009768,,Approved,,
dactinomycin,DB00970,Malignant neoplasm of testis,C0153594,,Approved,,
norfloxacin,DB01059,Abdominal Abscess,C0243001,,Approved,,
acetylcysteine,DB06151,Amyloidosis,C0002726,,Approved,,
ciprofloxacin,DB00537,Proteus pneumonia,C1260917,,Approved,,
esmolol,DB00187,Perioperative hypertension,C3661921,,Approved,,
tripelennamine,DB00792,Sneezing,C0037383,,Approved,,
bitolterol,DB00901,Asthma attack,C0347950,,Approved,,
cefalexin,DB00567,Osteomyelitis due to Staphylococcus aureus,C1997728,,Approved,,
sulfamethoxazole,DB01015,Infective otitis media,C0729586,,Approved,,
resorcinol,DB11085,Acne Vulgaris,C0001144,,Approved,,
prednisone,DB00635,Exfoliative dermatitis,C0011606,,Approved,,
tolmetin,DB00500,Degenerative polyarthritis,C0029408,,Approved,,
mepenzolate,DB04843,Peptic Ulcer,C0030920,,Approved,,
magnesium silicate,DB13249,Peptic Ulcer,C0030920,,Approved,,
ramipril,DB14208,Chronic heart failure,C0264716,,Approved,,
cianidanol,DB14086,Condylomata Acuminata,C0009663,,Approved,,
hydrocortisone succinate,DB14545,Rheumatoid Arthritis,C0003873,,Approved,,
thioguanine,DB00352,"Leukemia, Myelocytic, Acute",C0023467,,Approved,,
demeclocycline,DB00618,Lymphogranuloma Venereum,C0024286,,Approved,,
betamethasone dipropionate,DB00443,Psoriasis of scalp,C0406326,,Approved,,
mepyramine,DB06691,Dysmenorrhea,C0013390,,Approved,,
promazine,DB00420,Schizophrenia,C0036341,,Approved,,
cortisone acetate,DB01380,Chronic ulcerative proctitis,C2937222,,Approved,,
minocycline,DB01017,Cholera,C0008354,,Approved,,
promazine,DB00420,"Bipolar affective disorder, current episode manic",C0338873,,Approved,,
fluvoxamine,DB00176,"Phobia, Social",C0031572,,Approved,,
sodium zirconium cyclosilicate,DB14048,Hyperkalemia,C0020461,,Approved,,
benzoic acid,DB03793,Dermatomyositis,C0011633,,Approved,,
ciprofloxacin,DB00537,Cystitis,C0010692,,Approved,,
olaparib,DB09074,Malignant tumor of peritoneum,C0153467,,Approved,,
gatifloxacin,DB01044,Bacterial conjunctivitis,C0009768,,Approved,,
venlafaxine,DB00285,Generalized Anxiety Disorder,C0270549,,Approved,,
betamethasone valerate,DB00443,"Lymphoma, T-Cell, Cutaneous",C0079773,,Approved,,
clofarabine,DB00631,Acute lymphocytic leukemia,C0023449,,Approved,,
cefotetan,DB01330,Acute gonococcal endometritis,C0153196,,Approved,,
norgestimate,DB00957,Hot flushes,C0600142,,Approved,,
triflupromazine,DB00508,Nausea and vomiting,C0027498,,Approved,,
cefapirin,DB01139,Streptococcal sepsis,C0152964,,Approved,,
metronidazole,DB00916,Bacterial Vaginosis,C0085166,,Approved,,
posaconazole,DB01263,Chromoblastomycosis,C0008582,,Approved,,
glycopyrronium bromide,DB00986,Chronic Obstructive Airway Disease,C0024117,,Approved,,
calaspargase pegol,DB14730,Acute lymphoblastic leukemia - category,C1531702,,Approved,,
clascoterone,DB12499,Acne Vulgaris,C0001144,,Approved,,
procaine benzylpenicillin,DB09320,Acute otitis media,C0271429,,Approved,,
relebactam,DB12377,Urinary tract infection caused by Klebsiella,C4076057,,Approved,,
amphotericin B,DB00681,Infective otitis media,C0729586,,Approved,,
fostamatinib,DB07159,Thrombocytopenia due to platelet alloimmunization,C0272286,,Approved,,
alatrofloxacin,DB09335,Bacterial infection due to Klebsiella pneumoniae,C0343402,,Approved,,
magnesium oxide,DB01377,Incomplete passage of stool,C0426639,,Approved,,
amphotericin B,DB00681,Granuloma Inguinale,C0018190,,Approved,,
triamcinolone acetonide,DB00620,Exfoliative dermatitis,C0011606,,Approved,,
ampicillin,DB00415,Abdominal Infection,C1112209,,Approved,,
belantamab mafodotin,DB15719,Relapse multiple myeloma,C2349261,,Approved,,
cortisone acetate,DB01380,Corneal Abrasions,C0010032,,Approved,,
albendazole,DB00518,Echinococcus granulosus infection of lung,C0153290,,Approved,,
cefuroxime,DB01112,Acute maxillary sinusitis,C0155804,,Approved,,
azelastine,DB00972,Allergic Conjunctivitis,C0009766,,Approved,,
piperacillin,DB00319,Lower respiratory tract infection,C0149725,,Approved,,
salicylic acid,DB14006,Greasy skin,C0234925,,Approved,,
amphotericin B,DB00681,Candidiasis of the esophagus,C0239295,,Approved,,
fluticasone propionate,DB13867,Lichen Simplex Chronicus,C0149922,,Approved,,
cortisone acetate,DB01380,"Lymphoma, Follicular",C0024301,,Approved,,
norfloxacin,DB01059,Abdominal Infection,C1112209,,Approved,,
phenindamine,DB01619,Allergic rhinitis (disorder),C2607914,,Approved,,
cefotaxime,DB00493,Proteus urinary tract infection,C0577709,,Approved,,
loteprednol etabonate,DB00873,Herpes zoster keratitis,C1275687,,Approved,,
diflorasone diacetate,DB00223,Seborrheic dermatitis,C0036508,,Approved,,
tirbanibulin,DB06137,Actinic keratosis,C0022602,,Approved,,
atorvastatin,DB01076,Cerebrovascular accident,C0038454,,Approved,,
loteprednol etabonate,DB00873,Ocular Rosacea,C0406486,,Approved,,
famotidine,DB00927,Peptic Esophagitis,C0014869,,Approved,,
ciprofloxacin,DB00537,Acute Moraxella catarrhalis bronchitis,C0339932,,Approved,,
phenylephrine,DB00388,Influenza-like symptoms,C0392171,,Approved,,
betamethasone,DB00443,Sarcoidosis,C0036202,,Approved,,
phenprocoumon,DB00946,Myocardial Infarction,C0027051,,Approved,,
sparfloxacin,DB01208,Streptococcal pneumonia,C0155862,,Approved,,
salicylic acid,DB13860,Fever,C0015967,,Approved,,
triamcinolone acetonide,DB00620,Rheumatic Heart Disease,C0035439,,Approved,,
prednisolone,DB00860,Addison Disease,C0001403,,Approved,,
sulbentine,DB13671,Pityriasis,C0032024,,Approved,,
valdecoxib,DB00580,"Postoperative Pain, Acute",C2215257,,Approved,,
amphotericin B,DB00681,Blastomycosis,C0005716,,Approved,,
piperacillin,DB00319,Urinary tract infection,C0042029,,Approved,,
lonafarnib,DB06448,Progeria,C0033300,,Approved,,
prednicarbate,DB00860,Seborrheic dermatitis,C0036508,,Approved,,
posaconazole,DB01263,Mucormycosis,C0026718,,Approved,,
phenol,DB03255,Pruritus,C0033774,,Approved,,
pethidine,DB00454,Severe pain,C0278140,,Approved,,
prednisone,DB00635,Addison Disease,C0001403,,Approved,,
tetracycline,DB09550,Ophthalmia Neonatorum,C0029076,,Approved,,
cefuroxime axetil,DB01112,Bacterial urinary infection,C0729524,,Approved,,
acyclovir,DB00787,Herpes simplex infection,C0019348,,Approved,,
avatrombopag,DB11995,Thrombocytopenia,C0040034,,Approved,,
levomenthol,DB00825,Seborrheic dermatitis,C0036508,,Approved,,
cefotaxime,DB00493,Sepsis due to Staphylococcus aureus,C2887088,,Approved,,
auranofin,DB00995,Rheumatoid Arthritis,C0003873,,Approved,,
sodium citrate,DB09154,Peptic Ulcer,C0030920,,Approved,,
losartan,DB00678,Diabetic Nephropathy,C0011881,,Approved,,
daunorubicin,DB00694,Acute Promyelocytic Leukemia,C0023487,,Approved,,
hydrocortisone,DB00741,Hodgkin Disease,C0019829,,Approved,,
adalimumab,DB00051,Non-infectious anterior uveitis,C0339317,,Approved,,
methylprednisolone,DB00959,Acquired thrombocytopenia,C0154301,,Approved,,
desmopressin,DB00035,von Willebrand Disease,C0042974,,Approved,,
salicylic acid,DB13860,Plantar wart,C0042548,,Approved,,
meclocycline,DB13092,Psittacosis,C0029291,,Approved,,
betamethasone dipropionate,DB00443,Lichen Simplex Chronicus,C0149922,,Approved,,
diazoxide,DB01119,Hyperinsulinism,C0020459,,Approved,,
risankizumab,DB14762,Psoriasis,C0033860,,Approved,,
terazosin,DB01162,Hypertensive disease,C0020538,,Approved,,
tetracycline,DB09550,Acne Vulgaris,C0001144,,Approved,,
testosterone enantate,DB13944,Klinefelter Syndrome,C0022735,,Approved,,
atezolizumab,DB11595,"Carcinoma, Transitional Cell",C0007138,,Approved,,
niraparib,DB11793,Malignant tumor of peritoneum,C0153467,,Approved,,
amoxicillin,DB01060,Group A Streptococcal Infections,C0554628,,Approved,,
fusidic acid,DB02703,non-gonococcal urethritis (NGU),C1112709,,Approved,,
trovafloxacin,DB00685,Acute gonococcal endometritis,C0153196,,Approved,,
interferon beta-1b,DB00068,"Multiple Sclerosis, Relapsing-Remitting",C0751967,,Approved,,
lovastatin,DB00227,Hypercholesterolemia,C0020443,,Approved,,
clobetasol propionate,DB11750,Seborrheic dermatitis,C0036508,,Approved,,
imidapril,DB11783,Hypertensive disease,C0020538,,Approved,,
tazobactam,DB01606,Bacterial cystitis,C0742964,,Approved,,
tinidazole,DB00911,Bacterial Vaginosis,C0085166,,Approved,,
vancomycin,DB00512,Sepsis of the newborn,C0456103,,Approved,,
salicylic acid,DB00936,Scurfiness of scalp,C0423775,,Approved,,
ofloxacin,DB01165,Group A Streptococcal Infections,C0554628,,Approved,,
hydrocortisone,DB00741,Inflammatory Bowel Diseases,C0021390,,Approved,,
pyrantel,DB11156,Ascariasis,C0003950,,Approved,,
panobinostat,DB06603,"Lymphoma, T-Cell, Cutaneous",C0079773,,Approved,,
fluorometholone acetate,DB00324,Rosacea,C0035854,,Approved,,
incadronic acid,DB06255,Osteoporosis,C0029456,,Approved,,
hydrocortisone,DB00741,Addisonian crisis,C0151467,,Approved,,
lenograstim,DB13144,Relapsing acute myeloid leukemia,C2349276,,Approved,,
serine,DB00133,Bacterial urinary infection,C0729524,,Approved,,
infliximab,DB00065,"Arthritis, Psoriatic",C0003872,,Approved,,
vigabatrin,DB01080,West Syndrome,C0037769,,Approved,,
estradiol,DB00783,"Osteoporosis, Postmenopausal",C0029458,,Approved,,
calcium glucoheptonate,DB00326,Hypocalcemia,C0020598,,Approved,,
meclocycline,DB13092,Relapsing Fever,C0035021,,Approved,,
triamcinolone diacetate,DB00620,"Anemia, Diamond-Blackfan",C1260899,,Approved,,
